item_seq,efficacy,usage_method,warning,caution,interaction,side_effect,storage
200901738,"이 약은 피부사상균에 의한 피부진균감염증(족부백선(발백선증,무좀))에 사용합니다.","사용 전에 환부(질환 부위)를 깨끗이 씻고, 완전히 건조시킨후 환부(질환 부위)와 그 주위가 충분히 적셔지도록 충분한 양을 단 1회 적용합니다.병소(아픈부위)가 나타나지 않은 쪽 발이라 할지라도, 양쪽 발에 발가락 사이 모두 얇게 펴 바르고 발바닥 전체와 발바닥으로부터 약 1.5 cm 높이까지 이 약을 적용하고, 필름이 될 때까지 1~2분간 건조시킵니다.이 약 적용 시에는 문질러 바르지 않습니다.이 약의 효과를 높이려면 적용 후 24시간 동안 씻지 않고 그대로 두어야 하기 때문에 샤워 또는 목욕 후에 바르기를 권장하고 그 다음날의 같은 시간 까지 기다린 후 발을 다시 씻으십시오.",,"이 약에 과민증 환자, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 15세 미만 소아는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 알코올이 자극할 수 있는 병변(병에 의한 몸의 변화)이 있는 환자는 의사 또는 약사와 상의하십시오.의사의 지시가 없는 한 밀봉붕대법 또는 포장법을 사용하지 마십시오.이 약은 외용으로만 적용하십시오.안과용으로 각막, 결막에 사용하지 않고, 만일 눈에 들어갔을 경우 충분한 양의 물로 완전히 씻어 내십시오.얼굴, 손톱, 두피, 입주위 및 질부위, 균열(갈라짐), 미란(짓무름) 부위에 사용하지 마십시오.",,"매우 드물게 발진, 가려움, 물집피부염 및 두드러기, 흔하지 않게 피부 건조함, 피부 자극 또는 작열감(화끈감) 등이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.",15~30℃에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.화기 근처에 두지 마십시오.
200901761,"이 약은 눈의 피로, 결막충혈, 수영 후 눈의 불쾌감 또는 먼지나 땀이 눈에 들어갔을 때, 자외선 및 기타광선에 의한 눈의 염증, 눈꺼풀의 짓무름, 하드콘택트렌즈를 착용시 불쾌감, 눈의 가려움, 눈의 침침함(눈곱이 많을 때 등)에 사용합니다.","1회 2~3방울, 1일 5~6회 점안합니다.",,"이 약을 사용하기 전에 눈의 통증이 심한 환자, 안약에 알레르기 증상(예: 눈의 충혈, 가려움, 부기, 발진, 충혈되어 붉어짐 등) 경험자, 녹내장, 프로필렌글리콜에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

이 약은 점안용으로만 사용하십시오.

소프트콘택트렌즈의 장착액 또는 소프트콘택트렌즈를 착용한 채 사용하지 마십시오.

오염을 방지하기 위해 가능한 공동으로 사용하지 마십시오.

사용기한을 초과한 것은 투여하지 않고 일단 개봉한 것은 가능한 빨리 사용하십시오.

수일간 투하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.",,"눈의 충혈, 가려움, 부기 등이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
200901795,"이 약은 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염, 건주위염, 상완골상과염(테니스 엘보우 등), 근육통, 외상후의 종창ㆍ동통의 진통ㆍ소염(항염)에 사용합니다.",약면의 박리지를 떼어낸 후 1회 1매를 1일 2회 환부에 붙입니다.,,"이 약에 과민증 환자, 아스피린 또는 비스테로이드소염진통제 등에 의한 천식발작의 유발 및 경험자, 아스피린 또는 비스테로이드소염진통제 등에 의한 두드러기 또는 급성비염 경험자, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 이 약을 사용하지 마십시오.기관지천식 환자, 소아는 의사 또는 약사와 상의하십시오.손상피부 및 점막, 습진 또는 발진 부위에는 사용하지 마십시오.",,"때때로 가려움, 홍반, 발적, 피부염(발진, 습진), 접촉피부염, 드물게 자극감 또는 수포 등이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.",실온에서 보관하십시오.
200901818,"이 약은 만성 간질환, 간경변, 독성 간질환의 보조치료에 사용합니다.",성인은 1회 1캡슐 1일 3회 복용합니다.,,"이 약에 과민증 환자, 대두유 또는 콩, 땅콩에 과민증 환자, 심한 담도폐쇄 환자, 12세 이하 소아는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 고지단백혈증, 당뇨병성 고지질혈증 및 췌장염 등 지방대사이상, 지방과부하로 특별한 위험이 예상되는 환자, 임부 또는 임신하고 있을 가능성이 있는 여성, 수유부는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.",레보도파와 함께 복용하지 마십시오.정주용 지질제와 함께 복용 시 의사 또는 약사와 상의하십시오.,,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.
200901934,"이 약은 1차성, 2차성 카르니틴결핍증과 협심증, 급성심근경색 같은 허혈성 심질환에 의한 심근대사장애에 사용합니다.","성인은 1일 2~3 g을 2~3회 분할하여 복용합니다.

연령, 증상에 따라 적절히 증감할 수 있습니다.",,"이 약에 과민증 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 의사 또는 약사와 상의하십시오.",,"일시적인 구역, 구토, 복통, 설사, 체취, 발진, 두드러기, 안면부종(얼굴부기), 가벼운 증상의 근무력증(근육무력증)이 나타날 수 있습니다.",실온에서 보관하십시오.
200902108,"이 약은 소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감에 사용합니다.","만 15세 이상 및 성인은 1회 2정씩, 1일 3회 식후에 복용합니다.",,"만 7세 이하의 어린이, 대두유·콩·땅콩에 과민증 또는 알레르기 반응 경험자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 황색 203호(퀴놀린옐로우 WS 알루미늄레이크)에 과민증 환자 또는 경험자, 알레르기 체질, 고지단백혈증, 당뇨병성고지질혈증 및 췌장염 등 지방대사 이상 또는 지방과부하로 특별한 위험이 예상되는 환자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

2주 정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.",,,"습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
200902331,이 약은 변비에 사용합니다.,소아(3세 이상) 및 성인은 1회 5 mL 직장내 주입하고 성인인 경우에 효과를 못 볼 경우 동량을 다시 한번 사용합니다.3세 미만의 소아는 약액의 1/2정도 사용합니다.용기의 뚜껑(캡)을 열고 사용 전에 누르면 끝에 약액의 방울이 나와서 항문에 삽입을 쉽게 합니다.,,"임부 또는 임신하고 있을 가능성이 있는 여성, 고령자, 심한 복통, 오심, 구토, 치질출혈, 심장병 환자는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 프로필렌글리콜에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.계속하여 사용하지 마십시오.관장용으로만 사용하십시오.",,"서있기 어려울 경우 항문부의 열감, 불쾌감 등이 나타날 수 있습니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.
200902395,"이 약은 식욕부진(식욕감퇴), 복부팽만, 장내 이상발효, 치질에 사용합니다.","만 15세 이상 및 성인은 1회 1~2정씩, 1일 2회 아침 저녁 공복시(식전 또는 식간)에 복용합니다.

복용간격은 4시간 이상으로 합니다.

다만 초회는 최소량을 복용하고 변의 모양과 상태를 보면서 조금씩 증량 또는 감량합니다.",,"급성 복부질환(맹장꼬리염, 장출혈, 궤양성 결장염 등), 장폐색(창자막힘) 환자, 만 7세 이하의 어린이는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 심한 복통, 구역, 구토, 임부 또는 임신하고 있을 가능성이 있는 여성, 신장장애, 직장의 출혈 혹은 장부전 경험자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.

1주 정도 투여하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","제산제와 함께 복용하지 마십시오.

우유 섭취 후 1시간 이내는 복용을 피하십시오.","발진·충혈되어 붉어짐, 가려움, 심한 복통(배 아픔), 설사, 구토, 복부불쾌감, 경련 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
200901979,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술 후 동통 및 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","성인의 류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에는 1회 200-600 mg 1일 3-4회 복용하십시오. 1일 최고 3200 mg까지 복용할 수 있습니다.

연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3-4회 나누어 복용하십시오.

경증 및 중등도의 동통(통증)과 감기에는 성인은 1회 200-400 mg 1일 3-4회 복용하십시오. 연령과 증상에 따라 적절히 증감하십시오.

어린이는 연령대별 권장용량을 1일 3-4회 복용하십시오. 체중이 30 kg 미만인 어린이는 1일량이 500 mg(25 ml)을 초과하지 않도록 주의하며, 공복(빈 속)에 복용하는 것을 피하십시오.

11-14세 어린이는 200-250 mg(10-13 ml), 7-10세 어린이는 150-200 mg(8-10 ml), 3-6세 어린이는 100-150 mg(5-8 ml), 1-2세 어린이는 50-100 mg(3-5 ml)을 복용하십시오.","매일 세잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할 때는 의사 또는 약사와 상의하십시오. 위장출혈을 일으킬 수 있습니다.

이 약을 포함한 비스테로이드성 소염진통제를 복용 시 치명적일 수 있는 중대한 심혈관계 혈전 반응, 심근경색증 및 뇌졸중, 위장관의 출혈, 궤양 및 천공(뚫림) 등 중대한 위장관계 이상반응이 나타날 수 있습니다.

조절되지 않는 고혈압, 울혈심부전증, 확립된 허혈성 심장질환, 말초동맥질환, 뇌혈관질환을 가진 환자는 고용량 이부프로펜(1일 2,400 mg) 복용을 피해야 하며, 심혈관계 위험 요소(고혈압, 고지혈증, 당뇨병, 흡연 등)를 가지고 있는 환자는 고용량 이부프로펜(1일 2,400 mg) 복용이 필요한 경우 이 약을 복용하기 전에 의사 또는 약사와 상의하십시오.","이 약에 과민증, 위장관 궤양, 위장관 출혈환자 또는 경험자, 심한 혈액이상, 심한 간장애, 심한 신장장애, 심한 심장기능부전, 심한 고혈압, 기관지천식 또는 경험자, 아스피린이나 다른 비스테로이드성 소염진통제(COX-2 저해제 포함)에 대한 천식, 두드러기, 알레르기 반응과 같은 과민반응 또는 경험자, 관상동맥(심장동맥) 우회로술(CABG) 전후 통증 발생 환자, 임신 말기 3개월 기간에 해당하는 임부, 항암요법으로 고용량 메토트렉세이트를 투여중인 환자, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적 문제가 있는 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 혈액이상 또는 경험자, 출혈경향이 있는 환자, 간경화, 간장애 또는 경험자, 신장장애 또는 경험자, 심장기능부전, 심질환, 고혈압, 과민증, 전신성 홍반성 루푸스(SLE), 혼합 결합조직질환(MCTD), 궤양성 대장염, 크론병 환자, 고령자(노인), 소아, 임부, 수유부, 황색5호(선셋옐로우 FCF) 과민증 또는 알레르기 경험자는 의사 또는 약사와 상의하십시오.

권장용량을 초과하여 복용하지 마십시오.

과량복용 시 어떠한 명백한 증상이나 징후가 없더라도 신속한 의학적 처치를 받으십시오.

의사 또는 약사의 지시 없이 통증에 10일 이상(성인) 또는 5일 이상(소아) 복용하지 않고 발열에 3일 이상 복용하지 마십시오.

자세한 내용은 허가사항을 참고하십시오.","다른 비스테로이드성 소염진통제(NSAIDs)와 함께 복용하지 마십시오.

ACE 저해제, 리튬, 푸로세미드 및 치아짓계 이뇨제, 메토트렉세이트, 쿠마린계 항응혈제, 선택적 세로토닌 재흡수억제제와 함께 복용 시 의사 또는 약사와 상의하십시오.","쇽, 아나필락시양 반응(과민성유사 반응), 흉내고민(가슴쓰림), 오한, 호흡곤란, 혈압저하, 헤마토크릿 감소, 헤모글로빈 감소, 빈혈, 재생불량성빈혈, 용혈성빈혈, 무과립구증, 과립구감소, 백혈구감소, 혈소판감소, 혈소판 기능 저하 (출혈시간 연장), 호산구증가 등의 혈액장애, 소화성궤양, 위장관궤양, 위장출혈, 천공, 궤양성 대장염, 혈변, 위염, 췌장염, 토혈, 크론병, 식욕부진, 구역, 구토, 복통, 소화불량, 설사, 위부불쾌감, 상복부 통증, 구갈(목마름), 구내염(입안염), 복부팽만감, 구강궤양, 변비, 흑변, 스티븐스-존슨증후군, 독성표피괴사용해, 광민감 반응(빈도불명), 빈도불명의 호산구 증가 및 전신 증후군을 동반한 약물 발진(DRESS 증후군), 혈관신경성 부종, 수포성피부염, 다형성 홍반, 반구진 발진, 피부 붉어짐, 수포, 발진, 탈락 피부염, 급성전신발진고름물집증, 간염, 황달, GOT, GPT, 알칼라인 포스파타제(ALP)의 상승 등과 같은 간기능이상, 간장애, 과민증 또는 아나필락시스 반응, 천식발작, 두드러기, 습진, 자반, 발진, 가려움증, 천식, 기관지수축, 호흡곤란 또는 쌕쌕거림, 암점(시야불능부위) 등 시각장애, 난청, 이명, 미각이상, 현기증, 졸음, 어지러움, 우울, 두통, 뇌혈관 사고 또는 신경질, 무균성 수막염 또는 수막염(심한 두통, 구역, 구토, 불면, 목이 뻣뻣함, 발열 또는 의식장애 등의 증상), 혈압저하, 혈압상승, 심계항진, 심부전, 심근경색증 또는 협심증, 급성신부전, 핍뇨, 혈뇨, 요단백, BUN, 혈중크레아티닌의 상승, 고칼륨혈증, 간질성 콩팥염, 콩팥염증후군, 콩팥유두괴사, 요량 감소, 전신부종 및 이에 수반하는 숨가쁨, 나른함, 안와주위부종(눈주변 부기), 안면부종, 권태감, 발열, 비출혈(코피), 부종, 말초부종이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
200902301,"이 약은 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨통증), 타박통, 골절통, 염좌통(삔 통증), 생리통, 외상(상처)통의 진통, 오한, 발열시의 해열에 사용합니다.",15세 이상은 1회 2정 1일 3회 공복(빈 속)을 피하여 복용하며 복용간격은 4시간 이상이 되도록 합니다.,"매일 세 잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할  때는 의사 또는 약사와 상의하십시오. 위장출혈을 일으킬 수 있습니다.

이 약 복용시 치명적일 수 있는 중대한 심혈관계 혈전 반응, 심근경색증, 뇌졸중의 위험이 증가하며, 위장관 출혈, 궤양 및 천공 등 심각한 위장관계 이상반응이 나타날 수 있습니다.","이 약에 과민증 환자, 아스피린이나 다른 비스테로이드성 소염진통제(COX-2 저해제 포함)에 대하여 천식, 두드러기, 알레르기 반응 또는 경험자, 소화성궤양, 심한 혈액이상, 기관지 천식 또는 경험자, 관상동맥(심장동맥)우회로술(CABG) 전후에 발생하는 통증, 15세 미만의 소아는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 소화성궤양 경험자, 간장애 또는 경험자, 신장장애 또는 경험자, 심기능부전, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 고령자, 심근경색이나 뇌졸중 예방목적으로 저용량 아스피린을 복용하는 사람은 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

5~6회 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","다른 해열진통제, 감기약, 진정제, 멀미약과 함께 복용하지 마십시오.

프로베네시드, 설핀피라존, 디곡신, 페니토인, 바크로펜, 이뇨제, 항고혈압제, ACE 저해제(억제제), 푸로세미드, 아스피린, 리튬, 메토트렉세이트, 경구용 항응혈제(와파린 등)를 함께 복용 시 의사 또는 약사와 상의하십시오.","구역, 복부팽만감, 위통, 가슴앓이, 식욕부진, 설사, 변비, 구토, 위염, 잠재성출혈과다, 드물게 출혈을 동반한 소화기계의 궤양, 때때로 중추신경 이상반응, 두통, 우울, 현기증, 불면, 공포, 의식장애, 이명(귀울림), 난청, 약시, 드물게 두드러기, 자반, 가려움증, 발진, 매우 드물게 피부점막안증후군(스티븐스-존슨증후군), 광민감 반응(빈도불명), 다형성 홍반, 탈락 피부염, 독성표피괴사용해(리엘증후군) 및 빈도불명의 호산구 증가 및 전신 증후군을 동반한 약물 발진(DRESS 증후군)과 급성전신발진고름물집증, 드물게 황달, GOT, GPT, ALP의 상승, 드물게 재생불량성빈혈, 용혈성빈혈, 자가면역 출혈성빈혈, 출혈, 과립구감소, 혈소판감소, 혈소판기능저하(출혈시간 연장), 드물게 급성신부전, 핍뇨(소변감소), 혈뇨 등의 증상 및 요단백, BUN, 혈중크레아티닌의 상승, 고칼륨혈증, 전신부종, 코니스 증후군 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
200902450,"이 약은 육체피로, 임신‧수유기, 병중‧병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, B1, B2, B6, C의 보급과, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화와 아연의 보급에 사용합니다.","만 12세 이상 및 성인은 1회 1정, 1일 1회 복용합니다.",,"이 약 또는 대두유, 콩, 땅콩에 과민증 환자, 만 12개월 미만의 젖먹이, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 임부 및 임신하고 있을 가능성이 있는 여성, 수유부, 미숙아, 유아, 고옥살산뇨증(뇨중에 과량의 수산염이 배설되는 상태), 심장ㆍ순환기계기능 장애, 신장장애, 저단백혈증, 통풍 또는 신장결석, 고지단백혈증, 당뇨병성고지질혈증 및 췌장염 등 지방대사 이상 환자 또는 지질성 유제를 신중히 투여해야 하는 환자, 지방과부하로 특별한 위험이 예상되는 환자, 혈전(혈관 막힘)성 소인이 있는 환자, 폴산이 부족한 환자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

각종 요검사 시에 혈당의 검출을 방해할 수 있으며, 요를 황색으로 변하게 하여 임상검사치에 영향을 줄 수 있습니다.

1개월 정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","인산염, 칼슘염, 경구용 테트라사이클린계 제제, 제산제, 레보도파와 함께 복용하지 마십시오.

에스트로겐을 포함한 경구용 피임제, 항알도스테론제, 트리암테렌, 정주용 지질제와 함께 사용 시 의사 또는 약사와 상의하십시오.

녹차, 홍차 등 탄닌을 함유하는 차는 복용 중, 복용 전후에는 피하십시오.","위부불쾌감, 설사, 변비, 발진, 발적, 구역, 구토, 묽은 변, 위장관장애, 소화장애, 상복부통증, 저혈압, 폐부종, 생리가 예정보다 빨라지거나 양이 점점 많아지고, 출혈이 오래 지속되는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
200902364,"이 약은 만성 다발성 관절염, 류마티스관절염, 관절증, 강직척추염, 외상 및 수술 후 통증성 부종 또는 염증, 염증, 통증 및 발열을 수반하는 감염증의 치료보조에 사용합니다.","성인은 1회 1캡슐(300 mg)씩, 1일 2~4회 복용합니다. 단, 1일 4캡슐(1,200 mg)을 초과하지 않습니다.","매일 세 잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할 때는 의사 또는 약사와 상의하십시오. 위장출혈을 일으킬 수 있습니다.

이 약 복용 시 치명적일 수 있는 중대한 심혈관계 혈전 반응, 심근경색증 및 뇌졸중의 위험이 증가하며, 위장관 출혈, 궤양 및 천공 등 심각한 위장관계 이상반응이 나타날 수 있습니다.","이 약에 과민증 환자, 위장관궤양 또는 경험자, 위장관이나 뇌혈관 또는 다른 부위의 출혈, 심한 혈액이상, 심한 간장애, 심한 신장장애, 심한 심장기능부전, 심한 고혈압, 기관지 천식 또는 경험자, 아스피린이나 다른 비스테로이드성 소염진통제에 천식, 두드러기 또는 알레르기 반응 경험자, 관상동맥(심장동맥) 우회로술(CABG) 전후 통증치료 환자, 임신 6개월 이상의 임부, 수유부, 크론병 또는 궤양성대장염과 같은 염증성장질환 환자, 이전의 비스테로이드성 소염진통제 치료로 인해 위장관 출혈 또는 천공 경험자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 혈액이상 또는 경험자, 출혈경향이 있는 환자, 간장애 또는 경험자, 신장애 또는 경험자, 체액저류(체액고임) 또는 심부전 환자, 고혈압, 과민증 경험자, 전신성 홍반성 루푸스(SLE) 및 혼합결합조직질환(MCTD), 고령자, 6세 이상의 어린이, 위암, 알코올중독 환자, 임신 초·중기의 임부 및 임신하고 있을 가능성이 있는 여성, 허혈심장병, 말초동맥 질환, 뇌혈관 질환, 심혈관 질환의 위험인자가 있는 환자(예, 고혈압, 고지혈증, 당뇨병, 흡연), 간성 포르피린증, 혈액부족을 초래한 중대한 외과수술, 혈액응고장애가 있거나 항응고제를 투여받고 있는 환자, 황색5호 과민증 또는 알레르기 반응 경험자는 의사 또는 약사와 상의하십시오.

약물투여의 중요성을 고려하여 수유를 중단하거나 약물투여를 중단하십시오.

이 약 복용 후 어지러움 또는 피로가 나타날 수 있으므로 운전 및 기계조작 시 주의하십시오.

급성질환에 장기 복용할 경우에는 원칙적으로 5일 이내로 합니다.","아스피린, 다른 비스테로이드성 소염진통제, 항암요법으로 사용하는 고용량(15 mg/주 이상)의 메토트렉세이트와 함께 복용하지 마십시오.

이 약을 복용하기 전에 코르티코스테로이드, 알코올, 디곡신, 페니토인, 프로베네시드, 설핀피라존, 설포닐우레아제, ACE 억제제, 안지오텐신Ⅱ 수용체 길항제, 이뇨제, 리튬, 쿠마린계 항응고제(와르파린 등), 바클로펜, 면역억제제(시클로스포린, 타크로리무스, 시롤리무스), 혈전용해제, 티클로피딘, 항혈전제, 혈중 칼륨농도를 증가시키는 약물(트리메토프림, 헤파린 등), CYP2C8, CYP2C9의 유도제(예, 리팜피신, 페노바르비탈), 저용량(15 mg/주 미만)의 메토트렉세이트, 항혈소판제 및 선택적 세로토닌 재흡수 억제제, 심근경색이나 뇌졸중 예방목적으로 저용량 아스피린을 복용하는 사람은 의사 또는 약사와 상의하십시오.","때때로 식욕부진, 구역, 구토, 복통, 위부불쾌감, 혈관부종, 발진, 두드러기, 가려움, 자색반, 비염, 기관지경련, 급성 폐렴, 불안, 안절부절, 착란, 우울증, 드물게 무균성 수막염, 심한 두통, 구역, 구토, 불면, 목이 뻣뻣함, 발열 또는 의식장애, 안와주위부종, 드물게 쇽(흉부불쾌감, 오한, 호흡곤란, 혈압저하 등), 재생불량성빈혈, 용혈성빈혈, 과립백혈구·백혈구감소, 무과립증, 범혈구·혈소판감소, 혈소판기능저하(출혈시간 연장), 호산구중가 등의 혈액장애, 소화불량, 복부팽만, 속쓰림, 상복부의 통증, 설사나 변비, 식도염, 식도협착, 게실악화, 비특이성 출혈성 대장염, 궤양성 대장염 또는 크론병, 소화성궤양 위장출혈, 천공, 혈변, 위염, 췌장염, 피부점막안증후군(스티븐스-존슨 증후군) 및 독성표피괴사용해(리엘증후군), 빈도불명의 호산구 증가 및 전신 증후군을 동반한 약물 발진(DRESS 증후군), 천식발작의 유발, 습진, 아나필락시스 반응, 광민감반응, 황달, ALT 상승, AST 상승, ALP 상승, 간기능 이상, 간염, 황달, 무시, 암침 등의 시각장애, 난청, 이명, 미각이상, 피로, 졸음, 두통, 어지러움, 정신이상, 초조, 흥분, 방향감각장애, 가역성 독성약시, 드물게 혈압저하, 혈압상승, 심계항진, 핍뇨, 혈뇨, 요단백, BUN, 혈중 크레아티닌의 상승, 고칼륨혈증, 요량감소, 전신부종 및 이에 수반한 숨가쁨, 나른함, 신장유두괴사, 신증후군, 간질신장염, 말초부종, 급성 폐부종, 체액저류, 고혈압, 심부전, 여성의 생식능력 감소, 매우 드물게 구갈, 구내염, 다형홍반, 전신성 홍반성 루푸스(SLE), 탈모, 권태감, 발열, 코피, 염증악화, 빈도불명의 코니스증후군 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
200902499,"이 약은 변비와 변비에 동반하는 식욕부진(식욕감퇴), 복부팽만, 장내 이상발효, 치질 증상의 완화에 사용합니다.",성인은 3/4~1포를 1일 1~3회 식후에 복용합니다.,,"급성 복부질환(충수염, 장출혈, 궤양성 결장염), 장폐색 환자, 수유부, 3개월 미만의 영아는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 임부 또는 임신하고 있을 가능성이 있는 여성, 1세 미만의 영아, 알레르기 체질인 사람, 심한 복통 또는 구역, 오심, 구토 환자는 의사 또는 약사와 상의하십시오.1주 정도 복용하여도 변비의 개선이 없을 경우 복용을 중지하고 의사 또는 약사와 상의하십시오.",다른 사하약(하제)과 함께 사용하지 마십시오.,"발진•발적, 가려움, 심한 복통, 오심•구토, 설사 등이 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.1포를 분할하여 복용한 나머지는 봉투를 접어 보관하고 가능한 한 빨리 복용하십시오.
